Region,Nearby,Similar
Greenwich Village_43,"['East Village_26', 'East Village_29', 'East Village_30', 'SoHo-Little Italy-Hudson Square_32', 'SoHo-Little Italy-Hudson Square_35', 'Gramercy_36', 'Midtown South-Flatiron-Union Square_37', 'Midtown South-Flatiron-Union Square_38', 'Greenwich Village_39', 'Greenwich Village_40', 'Greenwich Village_44', 'Greenwich Village_45', 'Greenwich Village_46', 'West Village_48', 'West Village_53', 'West Village_55', 'Chelsea-Hudson Yards_63', 'East Village_2018', 'East Village_2019', 'Greenwich Village_2020', 'Gramercy_2031']",['Financial District-Battery Park City_2025']
Greenwich Village_44,"['East Village_29', 'East Village_30', 'Gramercy_36', 'Midtown South-Flatiron-Union Square_37', 'Midtown South-Flatiron-Union Square_38', 'Greenwich Village_39', 'Greenwich Village_40', 'Greenwich Village_43', 'Greenwich Village_45', 'Greenwich Village_46', 'West Village_53', 'Chelsea-Hudson Yards_63', 'Chelsea-Hudson Yards_69', 'East Village_2018', 'East Village_2019', 'Greenwich Village_2020', 'Gramercy_2031']",[]
Greenwich Village_45,"['Gramercy_36', 'Midtown South-Flatiron-Union Square_37', 'Midtown South-Flatiron-Union Square_38', 'Greenwich Village_39', 'Greenwich Village_40', 'Greenwich Village_43', 'Greenwich Village_44', 'Greenwich Village_46', 'West Village_48', 'West Village_53', 'West Village_55', 'West Village_59', 'Chelsea-Hudson Yards_63', 'Chelsea-Hudson Yards_69', 'East Village_2018', 'Greenwich Village_2020']",[]
Greenwich Village_46,"['SoHo-Little Italy-Hudson Square_27', 'SoHo-Little Italy-Hudson Square_32', 'SoHo-Little Italy-Hudson Square_33', 'SoHo-Little Italy-Hudson Square_34', 'SoHo-Little Italy-Hudson Square_35', 'Greenwich Village_39', 'Greenwich Village_40', 'Greenwich Village_43', 'Greenwich Village_44', 'Greenwich Village_45', 'West Village_48', 'West Village_50', 'West Village_53', 'West Village_55', 'West Village_59', 'East Village_2018', 'Greenwich Village_2020']","['Lower East Side_7', 'East Village_22', 'Gramercy_36', 'West Village_48', 'East Midtown-Turtle Bay_80', 'Chelsea-Hudson Yards_87', 'Midtown-Times Square_94', 'Midtown-Times Square_100', ""Hell's Kitchen_107"", ""Hell's Kitchen_120"", 'Upper East Side-Yorkville_126', 'Downtown Brooklyn-DUMBO-Boerum Hill_564', 'Fort Greene_567', 'Park Slope_637', 'Fort Greene_682', 'Bushwick (West)_914', 'South Ozone Park_1496', 'East Village_2019', 'Williamsburg_2314']"
Murray Hill-Kips Bay_47,"['Gramercy_36', 'Midtown South-Flatiron-Union Square_37', 'Midtown South-Flatiron-Union Square_41', 'Gramercy_49', 'Murray Hill-Kips Bay_51', 'Murray Hill-Kips Bay_52', 'Murray Hill-Kips Bay_54', 'Midtown South-Flatiron-Union Square_56', 'Murray Hill-Kips Bay_60', 'Murray Hill-Kips Bay_62', 'Murray Hill-Kips Bay_67', 'Murray Hill-Kips Bay_1332', 'Gramercy_2031', 'Stuyvesant Town-Peter Cooper Village_2032', 'Stuyvesant Town-Peter Cooper Village_2033', 'Gramercy_2034']",['Park Slope_637']
West Village_48,"['SoHo-Little Italy-Hudson Square_27', 'Tribeca-Civic Center_28', 'SoHo-Little Italy-Hudson Square_34', 'SoHo-Little Italy-Hudson Square_35', 'Greenwich Village_39', 'Greenwich Village_43', 'Greenwich Village_45', 'Greenwich Village_46', 'West Village_50', 'West Village_53', 'West Village_55', 'West Village_57', 'West Village_59', 'West Village_61']","['East Village_22', 'East Village_30', 'Greenwich Village_46', 'East Midtown-Turtle Bay_80', 'Chelsea-Hudson Yards_87', ""Hell's Kitchen_107"", ""Hell's Kitchen_120"", 'Harlem (South)_188', 'University Heights (South)-Morris Heights_398', 'Sunset Park (Central)_611', 'Bedford-Stuyvesant (West)_739', 'East Village_2019', 'Williamsburg_2314']"
Gramercy_49,"['Gramercy_36', 'Midtown South-Flatiron-Union Square_37', 'Midtown South-Flatiron-Union Square_38', 'Midtown South-Flatiron-Union Square_41', 'Midtown South-Flatiron-Union Square_42', 'Murray Hill-Kips Bay_47', 'Murray Hill-Kips Bay_51', 'Murray Hill-Kips Bay_52', 'Murray Hill-Kips Bay_54', 'Midtown South-Flatiron-Union Square_56', 'Midtown South-Flatiron-Union Square_58', 'Murray Hill-Kips Bay_60', 'Murray Hill-Kips Bay_1332', 'Gramercy_2031', 'Stuyvesant Town-Peter Cooper Village_2032', 'Stuyvesant Town-Peter Cooper Village_2033', 'Gramercy_2034']","['Gramercy_36', 'Murray Hill-Kips Bay_52', 'Murray Hill-Kips Bay_54', 'Midtown South-Flatiron-Union Square_56', 'Murray Hill-Kips Bay_62', 'East Midtown-Turtle Bay_80', 'Midtown-Times Square_94', 'Midtown-Times Square_100', 'Midtown-Times Square_116', 'Upper East Side-Yorkville_125', 'Upper East Side-Yorkville_126', 'Upper East Side-Yorkville_131', 'Upper West Side-Lincoln Square_148', 'Soundview-Bruckner-Bronx River_263', 'Concourse-Concourse Village_356', 'Pelham Bay-Country Club-City Island_417', 'Pelham Bay-Country Club-City Island_423', 'Pelham Gardens_466', 'Tremont_470', 'Downtown Brooklyn-DUMBO-Boerum Hill_558', 'Downtown Brooklyn-DUMBO-Boerum Hill_564', 'Fort Greene_567', 'Bay Ridge_596', 'Carroll Gardens-Cobble Hill-Gowanus-Red Hook_604', 'Sunset Park (East)-Borough Park (West)_627', 'Park Slope_637', 'Bensonhurst_685', 'Crown Heights (North)_711', 'Bedford-Stuyvesant (West)_725', 'Crown Heights (South)_822', 'Madison_1003', 'Madison_1012', 'Sheepshead Bay-Manhattan Beach-Gerritsen Beach_1035', 'East Flatbush-Rugby_1137', 'East Flatbush-Rugby_1139', 'Canarsie_1178', 'Canarsie_1200', 'Mott Haven-Port Morris_1212', 'Ozone Park_1374', 'Richmond Hill_1404', 'Glendale_1745', 'Cambria Heights_1761', 'Longwood_2000', 'East Village_2018', 'Financial District-Battery Park City_2030', 'Gramercy_2031', 'Sunset Park (West)_2143', 'Park Slope_2209', 'Grasmere-Arrochar-South Beach-Dongan Hills_2240', 'Prospect Heights_2276']"
West Village_50,"['Tribeca-Civic Center_23', 'SoHo-Little Italy-Hudson Square_27', 'Tribeca-Civic Center_28', 'SoHo-Little Italy-Hudson Square_34', 'SoHo-Little Italy-Hudson Square_35', 'Greenwich Village_46', 'West Village_48', 'West Village_53', 'West Village_55', 'West Village_57', 'West Village_59', 'West Village_61']",[]
Murray Hill-Kips Bay_51,"['Murray Hill-Kips Bay_47', 'Gramercy_49', 'Murray Hill-Kips Bay_52', 'Murray Hill-Kips Bay_54', 'Murray Hill-Kips Bay_60', 'Murray Hill-Kips Bay_62', 'Murray Hill-Kips Bay_67', 'Murray Hill-Kips Bay_70', 'Murray Hill-Kips Bay_1332', 'Stuyvesant Town-Peter Cooper Village_2033', 'Gramercy_2034']",[]
Murray Hill-Kips Bay_52,"['Midtown South-Flatiron-Union Square_41', 'Murray Hill-Kips Bay_47', 'Gramercy_49', 'Murray Hill-Kips Bay_51', 'Murray Hill-Kips Bay_54', 'Midtown South-Flatiron-Union Square_56', 'Murray Hill-Kips Bay_60', 'Murray Hill-Kips Bay_62', 'Midtown-Times Square_64', 'Murray Hill-Kips Bay_67', 'Murray Hill-Kips Bay_70', 'Murray Hill-Kips Bay_1332', 'Stuyvesant Town-Peter Cooper Village_2033', 'Gramercy_2034']","['Gramercy_36', 'Gramercy_49', 'Murray Hill-Kips Bay_62', 'Upper East Side-Yorkville_125', 'Concourse-Concourse Village_356', 'Pelham Bay-Country Club-City Island_417', 'Pelham Bay-Country Club-City Island_423', 'Pelham Gardens_466', 'Tremont_470', 'Downtown Brooklyn-DUMBO-Boerum Hill_558', 'Fort Greene_567', 'Bay Ridge_596', 'Carroll Gardens-Cobble Hill-Gowanus-Red Hook_604', 'Sunset Park (East)-Borough Park (West)_627', 'Bay Ridge_636', 'Park Slope_637', 'Park Slope_657', 'Bensonhurst_685', 'Dyker Heights_695', 'Crown Heights (North)_711', 'Bedford-Stuyvesant (West)_725', 'Crown Heights (South)_822', 'Bushwick (West)_897', 'Madison_1003', 'Madison_1012', 'Sheepshead Bay-Manhattan Beach-Gerritsen Beach_1035', 'Prospect Lefferts Gardens-Wingate_1109', 'East Flatbush-Rugby_1137', 'East Flatbush-Rugby_1139', 'Canarsie_1178', 'Canarsie_1200', 'Mott Haven-Port Morris_1212', 'New Springville-Willowbrook-Bulls Head-Travis_1361', 'Ozone Park_1374', 'Richmond Hill_1404', 'Glendale_1745', 'Cambria Heights_1761', 'Longwood_2000', 'East Village_2018', 'Sunset Park (West)_2143', 'Flatbush (West)-Ditmas Park-Parkville_2195', 'Park Slope_2209', 'Grasmere-Arrochar-South Beach-Dongan Hills_2240', 'Prospect Heights_2276']"
West Village_53,"['SoHo-Little Italy-Hudson Square_27', 'SoHo-Little Italy-Hudson Square_35', 'Midtown South-Flatiron-Union Square_37', 'Midtown South-Flatiron-Union Square_38', 'Greenwich Village_39', 'Greenwich Village_43', 'Greenwich Village_44', 'Greenwich Village_45', 'Greenwich Village_46', 'West Village_48', 'West Village_50', 'West Village_55', 'West Village_57', 'West Village_59', 'West Village_61', 'Chelsea-Hudson Yards_63', 'Chelsea-Hudson Yards_65', 'Chelsea-Hudson Yards_69', 'Chelsea-Hudson Yards_71']","['Tribeca-Civic Center_23', 'Astoria (North)-Ditmars-Steinway_1459']"
Murray Hill-Kips Bay_54,"['Midtown South-Flatiron-Union Square_41', 'Midtown South-Flatiron-Union Square_42', 'Murray Hill-Kips Bay_47', 'Gramercy_49', 'Murray Hill-Kips Bay_51', 'Murray Hill-Kips Bay_52', 'Midtown South-Flatiron-Union Square_56', 'Midtown South-Flatiron-Union Square_58', 'Murray Hill-Kips Bay_60', 'Murray Hill-Kips Bay_62', 'Midtown-Times Square_64', 'Midtown-Times Square_66', 'Murray Hill-Kips Bay_67', 'Murray Hill-Kips Bay_70', 'Murray Hill-Kips Bay_1332', 'Gramercy_2034']","['Gramercy_36', 'Gramercy_49', 'Murray Hill-Kips Bay_62', ""Hell's Kitchen_107"", ""Hell's Kitchen_120"", 'Fort Greene_567', 'Park Slope_637']"
West Village_55,"['SoHo-Little Italy-Hudson Square_27', 'SoHo-Little Italy-Hudson Square_35', 'Greenwich Village_43', 'Greenwich Village_45', 'Greenwich Village_46', 'West Village_48', 'West Village_50', 'West Village_53', 'West Village_57', 'West Village_59', 'West Village_61', 'Chelsea-Hudson Yards_63', 'Chelsea-Hudson Yards_65']",[]
Midtown South-Flatiron-Union Square_56,"['Midtown South-Flatiron-Union Square_41', 'Midtown South-Flatiron-Union Square_42', 'Murray Hill-Kips Bay_47', 'Gramercy_49', 'Murray Hill-Kips Bay_52', 'Murray Hill-Kips Bay_54', 'Midtown South-Flatiron-Union Square_58', 'Murray Hill-Kips Bay_60', 'Murray Hill-Kips Bay_62', 'Midtown-Times Square_64', 'Midtown-Times Square_66', 'Chelsea-Hudson Yards_73', 'Midtown South-Flatiron-Union Square_77', 'Midtown South-Flatiron-Union Square_85', 'Midtown-Times Square_94', 'Midtown-Times Square_100', 'Gramercy_2034']","['Gramercy_36', 'Midtown South-Flatiron-Union Square_42', 'Gramercy_49', 'Murray Hill-Kips Bay_62', 'Midtown-Times Square_78', 'Midtown-Times Square_94', 'Midtown-Times Square_100', 'Midtown-Times Square_116', 'Upper East Side-Yorkville_126', 'Upper East Side-Yorkville_131', 'Downtown Brooklyn-DUMBO-Boerum Hill_558', 'Fort Greene_567', 'Madison_1012', 'Woodhaven_1394', 'Kew Gardens_1475', 'Flushing-Willets Point_1866', 'Flushing-Willets Point_1867', 'Financial District-Battery Park City_2029', 'Financial District-Battery Park City_2030', 'Park Slope_2209', 'Midtown-Times Square_2308']"
West Village_57,"['SoHo-Little Italy-Hudson Square_27', 'West Village_48', 'West Village_50', 'West Village_53', 'West Village_55', 'West Village_59', 'West Village_61', 'Chelsea-Hudson Yards_63', 'Chelsea-Hudson Yards_65']",[]
Midtown South-Flatiron-Union Square_58,"['Midtown South-Flatiron-Union Square_41', 'Midtown South-Flatiron-Union Square_42', 'Gramercy_49', 'Murray Hill-Kips Bay_54', 'Midtown South-Flatiron-Union Square_56', 'Murray Hill-Kips Bay_62', 'Midtown-Times Square_64', 'Midtown-Times Square_66', 'Chelsea-Hudson Yards_69', 'Chelsea-Hudson Yards_73', 'Midtown South-Flatiron-Union Square_77', 'Midtown South-Flatiron-Union Square_85', 'Midtown-Times Square_94', 'Midtown-Times Square_100']","['Midtown-Times Square_94', 'Downtown Brooklyn-DUMBO-Boerum Hill_570']"
West Village_59,"['Midtown South-Flatiron-Union Square_38', 'Greenwich Village_45', 'Greenwich Village_46', 'West Village_48', 'West Village_50', 'West Village_53', 'West Village_55', 'West Village_57', 'West Village_61', 'Chelsea-Hudson Yards_63', 'Chelsea-Hudson Yards_65', 'Chelsea-Hudson Yards_69', 'Chelsea-Hudson Yards_71', 'Chelsea-Hudson Yards_81']",[]
Murray Hill-Kips Bay_60,"['Murray Hill-Kips Bay_47', 'Gramercy_49', 'Murray Hill-Kips Bay_51', 'Murray Hill-Kips Bay_52', 'Murray Hill-Kips Bay_54', 'Midtown South-Flatiron-Union Square_56', 'Murray Hill-Kips Bay_62', 'Midtown-Times Square_64', 'Murray Hill-Kips Bay_67', 'Murray Hill-Kips Bay_70', 'East Midtown-Turtle Bay_72', 'East Midtown-Turtle Bay_74', 'Midtown-Times Square_76', 'Murray Hill-Kips Bay_1332', 'United Nations_2300']",[]
West Village_61,"['West Village_48', 'West Village_50', 'West Village_53', 'West Village_55', 'West Village_57', 'West Village_59', 'Chelsea-Hudson Yards_63', 'Chelsea-Hudson Yards_65', 'Chelsea-Hudson Yards_69', 'Chelsea-Hudson Yards_71', 'Chelsea-Hudson Yards_81']",[]
Murray Hill-Kips Bay_62,"['Murray Hill-Kips Bay_47', 'Murray Hill-Kips Bay_51', 'Murray Hill-Kips Bay_52', 'Murray Hill-Kips Bay_54', 'Midtown South-Flatiron-Union Square_56', 'Midtown South-Flatiron-Union Square_58', 'Murray Hill-Kips Bay_60', 'Midtown-Times Square_64', 'Midtown-Times Square_66', 'Murray Hill-Kips Bay_67', 'Murray Hill-Kips Bay_70', 'East Midtown-Turtle Bay_72', 'East Midtown-Turtle Bay_74', 'Midtown-Times Square_76', 'Midtown-Times Square_78', 'Murray Hill-Kips Bay_1332', 'United Nations_2300']","['Gramercy_36', 'Midtown South-Flatiron-Union Square_42', 'Gramercy_49', 'Murray Hill-Kips Bay_52', 'Murray Hill-Kips Bay_54', 'Midtown South-Flatiron-Union Square_56', 'Midtown-Times Square_94', 'Midtown-Times Square_100', 'Midtown-Times Square_116', 'Upper East Side-Yorkville_126', 'Upper West Side-Lincoln Square_148', 'Downtown Brooklyn-DUMBO-Boerum Hill_558', 'Fort Greene_567', 'Park Slope_637', 'Park Slope_657', 'Crown Heights (North)_711', 'Financial District-Battery Park City_2025', 'Financial District-Battery Park City_2029', 'Gramercy_2031', 'Midtown-Times Square_2308']"
Chelsea-Hudson Yards_63,"['Midtown South-Flatiron-Union Square_37', 'Midtown South-Flatiron-Union Square_38', 'Midtown South-Flatiron-Union Square_41', 'Midtown South-Flatiron-Union Square_42', 'Greenwich Village_43', 'Greenwich Village_44', 'Greenwich Village_45', 'West Village_53', 'West Village_55', 'West Village_57', 'West Village_59', 'West Village_61', 'Chelsea-Hudson Yards_65', 'Chelsea-Hudson Yards_69', 'Chelsea-Hudson Yards_71', 'Chelsea-Hudson Yards_73', 'Chelsea-Hudson Yards_75']","[""Hell's Kitchen_120"", 'Upper East Side-Lenox Hill-Roosevelt Island_121', 'Chinatown-Two Bridges_2028', ""Hell's Kitchen_2309""]"
Midtown-Times Square_64,"['Murray Hill-Kips Bay_52', 'Murray Hill-Kips Bay_54', 'Midtown South-Flatiron-Union Square_56', 'Midtown South-Flatiron-Union Square_58', 'Murray Hill-Kips Bay_60', 'Murray Hill-Kips Bay_62', 'Midtown-Times Square_66', 'Murray Hill-Kips Bay_70', 'East Midtown-Turtle Bay_72', 'East Midtown-Turtle Bay_74', 'Midtown-Times Square_76', 'Midtown-Times Square_78', 'Midtown South-Flatiron-Union Square_85', 'Midtown-Times Square_94', 'Midtown-Times Square_100', 'Midtown-Times Square_105', 'Midtown-Times Square_110']","['Midtown South-Flatiron-Union Square_42', 'East Midtown-Turtle Bay_74', 'Midtown-Times Square_2308']"
Chelsea-Hudson Yards_65,"['West Village_53', 'West Village_55', 'West Village_57', 'West Village_59', 'West Village_61', 'Chelsea-Hudson Yards_63', 'Chelsea-Hudson Yards_69', 'Chelsea-Hudson Yards_71', 'Chelsea-Hudson Yards_73', 'Chelsea-Hudson Yards_75', 'Chelsea-Hudson Yards_81']",[]
Midtown-Times Square_66,"['Murray Hill-Kips Bay_54', 'Midtown South-Flatiron-Union Square_56', 'Midtown South-Flatiron-Union Square_58', 'Murray Hill-Kips Bay_62', 'Midtown-Times Square_64', 'East Midtown-Turtle Bay_74', 'Midtown-Times Square_76', 'Midtown South-Flatiron-Union Square_77', 'Midtown-Times Square_78', 'Midtown South-Flatiron-Union Square_85', 'Midtown-Times Square_94', 'Midtown-Times Square_100', 'Midtown-Times Square_105', 'Midtown-Times Square_110']",['Midtown-Times Square_110']
Murray Hill-Kips Bay_67,"['Long Island City-Hunters Point_0', 'Murray Hill-Kips Bay_47', 'Murray Hill-Kips Bay_51', 'Murray Hill-Kips Bay_52', 'Murray Hill-Kips Bay_54', 'Murray Hill-Kips Bay_60', 'Murray Hill-Kips Bay_62', 'East Midtown-Turtle Bay_68', 'Murray Hill-Kips Bay_70', 'East Midtown-Turtle Bay_72', 'East Midtown-Turtle Bay_74', 'Upper East Side-Lenox Hill-Roosevelt Island_243', 'Murray Hill-Kips Bay_1332', 'Long Island City-Hunters Point_1391', 'Long Island City-Hunters Point_2258', 'Long Island City-Hunters Point_2296', 'United Nations_2300']",[]
East Midtown-Turtle Bay_68,"['Murray Hill-Kips Bay_67', 'Murray Hill-Kips Bay_70', 'East Midtown-Turtle Bay_72', 'East Midtown-Turtle Bay_74', 'East Midtown-Turtle Bay_80', 'East Midtown-Turtle Bay_84', 'East Midtown-Turtle Bay_89', 'Upper East Side-Lenox Hill-Roosevelt Island_90', 'East Midtown-Turtle Bay_91', 'East Midtown-Turtle Bay_92', 'East Midtown-Turtle Bay_93', 'Upper East Side-Lenox Hill-Roosevelt Island_95', 'East Midtown-Turtle Bay_99', 'Upper East Side-Lenox Hill-Roosevelt Island_243', 'United Nations_2300']",[]
Chelsea-Hudson Yards_69,"['Midtown South-Flatiron-Union Square_37', 'Midtown South-Flatiron-Union Square_38', 'Midtown South-Flatiron-Union Square_41', 'Midtown South-Flatiron-Union Square_42', 'Greenwich Village_44', 'Greenwich Village_45', 'West Village_53', 'Midtown South-Flatiron-Union Square_58', 'West Village_59', 'West Village_61', 'Chelsea-Hudson Yards_63', 'Chelsea-Hudson Yards_65', 'Chelsea-Hudson Yards_71', 'Chelsea-Hudson Yards_73', 'Chelsea-Hudson Yards_75', 'Midtown South-Flatiron-Union Square_77', 'Chelsea-Hudson Yards_79']",[]
Murray Hill-Kips Bay_70,"['Murray Hill-Kips Bay_51', 'Murray Hill-Kips Bay_52', 'Murray Hill-Kips Bay_54', 'Murray Hill-Kips Bay_60', 'Murray Hill-Kips Bay_62', 'Midtown-Times Square_64', 'Murray Hill-Kips Bay_67', 'East Midtown-Turtle Bay_68', 'East Midtown-Turtle Bay_72', 'East Midtown-Turtle Bay_74', 'Midtown-Times Square_76', 'East Midtown-Turtle Bay_80', 'East Midtown-Turtle Bay_84', 'Midtown-Times Square_86', 'Murray Hill-Kips Bay_1332', 'United Nations_2300']",['Financial District-Battery Park City_4']
Chelsea-Hudson Yards_71,"['West Village_53', 'West Village_59', 'West Village_61', 'Chelsea-Hudson Yards_63', 'Chelsea-Hudson Yards_65', 'Chelsea-Hudson Yards_69', 'Chelsea-Hudson Yards_73', 'Chelsea-Hudson Yards_75', 'Midtown South-Flatiron-Union Square_77', 'Chelsea-Hudson Yards_79', 'Chelsea-Hudson Yards_81', 'Chelsea-Hudson Yards_82']",['Astoria (North)-Ditmars-Steinway_1459']
East Midtown-Turtle Bay_72,"['Murray Hill-Kips Bay_60', 'Murray Hill-Kips Bay_62', 'Midtown-Times Square_64', 'Murray Hill-Kips Bay_67', 'East Midtown-Turtle Bay_68', 'Murray Hill-Kips Bay_70', 'East Midtown-Turtle Bay_74', 'Midtown-Times Square_76', 'East Midtown-Turtle Bay_80', 'East Midtown-Turtle Bay_84', 'Midtown-Times Square_86', 'East Midtown-Turtle Bay_89', 'East Midtown-Turtle Bay_91', 'United Nations_2300']",[]
